file | kind | name | qualified_name | start_line | end_line | parent | data_type | data_shape | signature
C:\develop\SpecBuilder\ngircd-master\src\ngircd\channel.h | struct | list_head | _CHANNEL::list_head | 42 | 42 | _CHANNEL |  |  | struct list_head
C:\develop\SpecBuilder\ngircd-master\src\ngircd\channel.h | field | keyfile | _CHANNEL::keyfile | 43 | 43 | _CHANNEL | array | array_or_collection | array keyfile;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\channel.h | struct | _CLIENT2CHAN | _CLIENT2CHAN | 46 | 52 |  |  |  | struct _CLIENT2CHAN { struct _CLIENT2CHAN *next; CLIENT *client; CHANNEL *channel; char modes[CHANNEL_MODE_LEN]; /* User-Modes in Channel */ }
C:\develop\SpecBuilder\ngircd-master\src\ngircd\channel.h | typedef | CL2CHAN | CL2CHAN | 46 | 52 |  |  |  | typedef struct _CLIENT2CHAN { struct _CLIENT2CHAN *next; CLIENT *client; CHANNEL *channel; char modes[CHANNEL_MODE_LEN]; /* User-Modes in Channel */ } CL2CHAN;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\channel.h | field | _CLIENT2CHAN | _CLIENT2CHAN::_CLIENT2CHAN | 48 | 48 | _CLIENT2CHAN | struct _CLIENT2CHAN | structured_object | struct _CLIENT2CHAN *next;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\channel.h | struct | _CLIENT2CHAN | _CLIENT2CHAN::_CLIENT2CHAN | 48 | 48 | _CLIENT2CHAN |  |  | struct _CLIENT2CHAN
C:\develop\SpecBuilder\ngircd-master\src\ngircd\channel.h | field | CLIENT | _CLIENT2CHAN::CLIENT | 49 | 49 | _CLIENT2CHAN | CLIENT | scalar_or_unknown | CLIENT *client;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\channel.h | field | CHANNEL | _CLIENT2CHAN::CHANNEL | 50 | 50 | _CLIENT2CHAN | CHANNEL | scalar_or_unknown | CHANNEL *channel;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\channel.h | field | modes | _CLIENT2CHAN::modes | 51 | 51 | _CLIENT2CHAN | char | scalar_or_unknown | char modes[CHANNEL_MODE_LEN];
C:\develop\SpecBuilder\ngircd-master\src\ngircd\channel.h | typedef | CHANNEL | CHANNEL | 56 | 56 |  |  |  | typedef POINTER CHANNEL;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\channel.h | typedef | CL2CHAN | CL2CHAN | 57 | 57 |  |  |  | typedef POINTER CL2CHAN;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\class.c | struct | list_head | list_head | 28 | 28 |  |  |  | struct list_head
C:\develop\SpecBuilder\ngircd-master\src\ngircd\class.c | function | Class_Init | Class_Init | 30 | 34 |  |  |  | GLOBAL void Class_Init(void)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\class.c | function | Class_Exit | Class_Exit | 36 | 42 |  |  |  | GLOBAL void Class_Exit(void)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\class.c | function | Class_GetMemberReason | Class_GetMemberReason | 44 | 69 |  |  |  | GLOBAL bool Class_GetMemberReason(const int Class, CLIENT *Client, char *reason, size_t len)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\class.c | function | Class_HandleServerBans | Class_HandleServerBans | 79 | 93 |  |  |  | GLOBAL bool Class_HandleServerBans(CLIENT *Client)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\class.c | function | Class_AddMask | Class_AddMask | 96 | 109 |  |  |  | GLOBAL bool Class_AddMask(const int Class, const char *Pattern, time_t ValidUntil, const char *Reason)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\class.c | function | Class_DeleteMask | Class_DeleteMask | 111 | 121 |  |  |  | GLOBAL void Class_DeleteMask(const int Class, const char *Pattern)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\class.c | function | Class_GetList | Class_GetList | 123 | 129 |  |  |  | list_head * Class_GetList(const int Class)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\class.c | function | Class_Expire | Class_Expire | 131 | 136 |  |  |  | GLOBAL void Class_Expire(void)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client-cap.c | function | Client_Cap | Client_Cap | 28 | 34 |  |  |  | GLOBAL int Client_Cap(CLIENT *Client)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client-cap.c | function | Client_CapSet | Client_CapSet | 36 | 45 |  |  |  | GLOBAL void Client_CapSet(CLIENT *Client, int Cap)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client-cap.c | function | Client_CapAdd | Client_CapAdd | 47 | 56 |  |  |  | GLOBAL void Client_CapAdd(CLIENT *Client, int Cap)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client-cap.c | function | Client_CapDel | Client_CapDel | 58 | 67 |  |  |  | GLOBAL void Client_CapDel(CLIENT *Client, int Cap)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Init | Client_Init | 71 | 103 |  |  |  | GLOBAL void Client_Init( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | struct | hostent | hostent | 74 | 74 |  |  |  | struct hostent
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Exit | Client_Exit | 106 | 126 |  |  |  | GLOBAL void Client_Exit( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_ThisServer | Client_ThisServer | 129 | 133 |  |  |  | GLOBAL CLIENT * Client_ThisServer( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_NewLocal | Client_NewLocal | 140 | 145 |  |  |  | GLOBAL CLIENT * Client_NewLocal(CONN_ID Idx, const char *Hostname, int Type, bool Idented)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_NewRemoteServer | Client_NewRemoteServer | 152 | 158 |  |  |  | GLOBAL CLIENT * Client_NewRemoteServer(CLIENT *Introducer, const char *Hostname, CLIENT *TopServer, int Hops, int Token, const char *Info, bool Idented)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_NewRemoteUser | Client_NewRemoteUser | 165 | 171 |  |  |  | GLOBAL CLIENT * Client_NewRemoteUser(CLIENT *Introducer, const char *Nick, int Hops, const char *User, const char *Hostname, int Token, const char *Modes, const char *Info, bool Idented)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Init_New_Client | Init_New_Client | 179 | 224 |  |  |  | static CLIENT * Init_New_Client(CONN_ID Idx, CLIENT *Introducer, CLIENT *TopServer, int Type, const char *ID, const char *User, const char *Hostname, const char *Info, int Hops, int Token, const char *Modes, bool Idented)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Destroy | Client_Destroy | 227 | 322 |  |  |  | GLOBAL void Client_Destroy( CLIENT *Client, const char *LogMsg, const char *FwdMsg, bool SendQuit )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_SetHostname | Client_SetHostname | 334 | 359 |  |  |  | GLOBAL void Client_SetHostname( CLIENT *Client, const char *Hostname )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_SetIPAText | Client_SetIPAText | 368 | 380 |  |  |  | GLOBAL void Client_SetIPAText(CLIENT *Client, const char *IPAText)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_SetID | Client_SetID | 383 | 398 |  |  |  | GLOBAL void Client_SetID( CLIENT *Client, const char *ID )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_SetUser | Client_SetUser | 401 | 417 |  |  |  | GLOBAL void Client_SetUser( CLIENT *Client, const char *User, bool Idented )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_SetOrigUser | Client_SetOrigUser | 428 | 437 |  |  |  | GLOBAL void Client_SetOrigUser(CLIENT UNUSED *Client, const char UNUSED *User)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_SetInfo | Client_SetInfo | 440 | 452 |  |  |  | GLOBAL void Client_SetInfo( CLIENT *Client, const char *Info )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_SetModes | Client_SetModes | 455 | 462 |  |  |  | GLOBAL void Client_SetModes( CLIENT *Client, const char *Modes )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_SetFlags | Client_SetFlags | 465 | 472 |  |  |  | GLOBAL void Client_SetFlags( CLIENT *Client, const char *Flags )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_SetAccountName | Client_SetAccountName | 475 | 488 |  |  |  | GLOBAL void Client_SetAccountName(CLIENT *Client, const char *AccountName)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_SetAway | Client_SetAway | 491 | 506 |  |  |  | GLOBAL void Client_SetAway( CLIENT *Client, const char *Txt )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_SetType | Client_SetType | 509 | 516 |  |  |  | GLOBAL void Client_SetType( CLIENT *Client, int Type )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_SetHops | Client_SetHops | 519 | 524 |  |  |  | GLOBAL void Client_SetHops( CLIENT *Client, int Hops )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_SetToken | Client_SetToken | 527 | 532 |  |  |  | GLOBAL void Client_SetToken( CLIENT *Client, int Token )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_SetIntroducer | Client_SetIntroducer | 535 | 541 |  |  |  | GLOBAL void Client_SetIntroducer( CLIENT *Client, CLIENT *Introducer )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_ModeAdd | Client_ModeAdd | 544 | 562 |  |  |  | GLOBAL bool Client_ModeAdd( CLIENT *Client, char Mode )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_ModeDel | Client_ModeDel | 565 | 589 |  |  |  | GLOBAL bool Client_ModeDel( CLIENT *Client, char Mode )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Search | Client_Search | 597 | 620 |  |  |  | GLOBAL CLIENT * Client_Search( const char *Nick )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_SearchServer | Client_SearchServer | 631 | 652 |  |  |  | GLOBAL CLIENT * Client_SearchServer(const char *Mask)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_GetFromToken | Client_GetFromToken | 659 | 677 |  |  |  | GLOBAL CLIENT * Client_GetFromToken( CLIENT *Client, int Token )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Type | Client_Type | 680 | 685 |  |  |  | GLOBAL int Client_Type( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Conn | Client_Conn | 688 | 693 |  |  |  | GLOBAL CONN_ID Client_Conn( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_ID | Client_ID | 696 | 706 |  |  |  | GLOBAL char * Client_ID( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Info | Client_Info | 709 | 714 |  |  |  | GLOBAL char * Client_Info( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_User | Client_User | 717 | 722 |  |  |  | GLOBAL char * Client_User( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_OrigUser | Client_OrigUser | 734 | 737 |  |  |  | GLOBAL char * Client_OrigUser(CLIENT *Client)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Hostname | Client_Hostname | 746 | 751 |  |  |  | GLOBAL char * Client_Hostname(CLIENT *Client)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_HostnameCloaked | Client_HostnameCloaked | 758 | 763 |  |  |  | GLOBAL char * Client_HostnameCloaked(CLIENT *Client)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_HostnameDisplayed | Client_HostnameDisplayed | 773 | 788 |  |  |  | GLOBAL char * Client_HostnameDisplayed(CLIENT *Client)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_IPAText | Client_IPAText | 790 | 803 |  |  |  | GLOBAL const char * Client_IPAText(CLIENT *Client)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_UpdateCloakedHostname | Client_UpdateCloakedHostname | 815 | 852 |  |  |  | GLOBAL void Client_UpdateCloakedHostname(CLIENT *Client, CLIENT *Origin, const char *Hostname)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Modes | Client_Modes | 854 | 859 |  |  |  | GLOBAL char * Client_Modes( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Flags | Client_Flags | 862 | 867 |  |  |  | GLOBAL char * Client_Flags( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Hops | Client_Hops | 870 | 875 |  |  |  | GLOBAL int Client_Hops( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Token | Client_Token | 878 | 883 |  |  |  | GLOBAL int Client_Token( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_MyToken | Client_MyToken | 886 | 891 |  |  |  | GLOBAL int Client_MyToken( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_NextHop | Client_NextHop | 894 | 906 |  |  |  | GLOBAL CLIENT * Client_NextHop( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Mask | Client_Mask | 917 | 931 |  |  |  | GLOBAL char * Client_Mask( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_MaskCloaked | Client_MaskCloaked | 945 | 960 |  |  |  | GLOBAL char * Client_MaskCloaked(CLIENT *Client)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Introducer | Client_Introducer | 963 | 968 |  |  |  | GLOBAL CLIENT * Client_Introducer( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_TopServer | Client_TopServer | 971 | 976 |  |  |  | GLOBAL CLIENT * Client_TopServer( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_HasMode | Client_HasMode | 979 | 984 |  |  |  | GLOBAL bool Client_HasMode( CLIENT *Client, char Mode )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_HasFlag | Client_HasFlag | 987 | 992 |  |  |  | GLOBAL bool Client_HasFlag( CLIENT *Client, char Flag )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Away | Client_Away | 995 | 1000 |  |  |  | GLOBAL char * Client_Away( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_AccountName | Client_AccountName | 1003 | 1008 |  |  |  | GLOBAL char * Client_AccountName(CLIENT *Client)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_CheckNick | Client_CheckNick | 1021 | 1056 |  |  |  | GLOBAL bool Client_CheckNick(CLIENT *Client, char *Nick)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_CheckID | Client_CheckID | 1059 | 1092 |  |  |  | GLOBAL bool Client_CheckID( CLIENT *Client, char *ID )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_First | Client_First | 1095 | 1099 |  |  |  | GLOBAL CLIENT * Client_First( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Next | Client_Next | 1102 | 1107 |  |  |  | GLOBAL CLIENT * Client_Next( CLIENT *c )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_UserCount | Client_UserCount | 1110 | 1114 |  |  |  | GLOBAL long Client_UserCount( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_ServiceCount | Client_ServiceCount | 1117 | 1121 |  |  |  | GLOBAL long Client_ServiceCount( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_ServerCount | Client_ServerCount | 1124 | 1128 |  |  |  | GLOBAL long Client_ServerCount( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_MyUserCount | Client_MyUserCount | 1131 | 1135 |  |  |  | GLOBAL long Client_MyUserCount( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_MyServiceCount | Client_MyServiceCount | 1138 | 1142 |  |  |  | GLOBAL long Client_MyServiceCount( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_MyServerCount | Client_MyServerCount | 1145 | 1158 |  |  |  | GLOBAL unsigned long Client_MyServerCount( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_OperCount | Client_OperCount | 1161 | 1175 |  |  |  | GLOBAL unsigned long Client_OperCount( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_UnknownCount | Client_UnknownCount | 1178 | 1192 |  |  |  | GLOBAL unsigned long Client_UnknownCount( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_MaxUserCount | Client_MaxUserCount | 1195 | 1199 |  |  |  | GLOBAL long Client_MaxUserCount( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_MyMaxUserCount | Client_MyMaxUserCount | 1202 | 1206 |  |  |  | GLOBAL long Client_MyMaxUserCount( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_IsValidNick | Client_IsValidNick | 1215 | 1238 |  |  |  | GLOBAL bool Client_IsValidNick(const char *Nick)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_GetWhowas | Client_GetWhowas | 1244 | 1248 |  |  |  | GLOBAL WHOWAS * Client_GetWhowas( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_GetLastWhowasIndex | Client_GetLastWhowasIndex | 1253 | 1257 |  |  |  | GLOBAL int Client_GetLastWhowasIndex( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_StartTime | Client_StartTime | 1265 | 1270 |  |  |  | GLOBAL time_t Client_StartTime(CLIENT *Client)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Reject | Client_Reject | 1286 | 1303 |  |  |  | GLOBAL void Client_Reject(CLIENT *Client, const char *Reason, bool InformClient)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Introduce | Client_Introduce | 1313 | 1345 |  |  |  | GLOBAL void Client_Introduce(CLIENT *From, CLIENT *Client, int Type)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Count | Count | 1348 | 1361 |  |  |  | static unsigned long Count( CLIENT_TYPE Type )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | MyCount | MyCount | 1364 | 1377 |  |  |  | static unsigned long MyCount( CLIENT_TYPE Type )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | New_Client_Struct | New_Client_Struct | 1385 | 1406 |  |  |  | static CLIENT * New_Client_Struct( void )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Free_Client | Free_Client | 1411 | 1428 |  |  |  | static void Free_Client(CLIENT **Client)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Generate_MyToken | Generate_MyToken | 1430 | 1451 |  |  |  | static void Generate_MyToken( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Adjust_Counters | Adjust_Counters | 1454 | 1471 |  |  |  | static void Adjust_Counters( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_RegisterWhowas | Client_RegisterWhowas | 1480 | 1515 |  |  |  | GLOBAL void Client_RegisterWhowas( CLIENT *Client )
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_TypeText | Client_TypeText | 1518 | 1535 |  |  |  | GLOBAL const char * Client_TypeText(CLIENT *Client)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Destroy_UserOrService | Destroy_UserOrService | 1541 | 1585 |  |  |  | static void Destroy_UserOrService(CLIENT *Client, const char *Txt, const char *FwdMsg, bool SendQuit)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | cb_introduceClient | cb_introduceClient | 1595 | 1602 |  |  |  | static void cb_introduceClient(CLIENT *To, CLIENT *Prefix, void *data)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_Announce | Client_Announce | 1615 | 1692 |  |  |  | GLOBAL bool Client_Announce(CLIENT * Client, CLIENT * Prefix, CLIENT * User)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.c | function | Client_DebugDump | Client_DebugDump | 1696 | 1711 |  |  |  | GLOBAL void Client_DebugDump(void)
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | struct | _CLIENT | _CLIENT | 41 | 66 |  |  |  | struct _CLIENT { time_t starttime; /* Start time of link */ char id[CLIENT_ID_LEN]; /* nick (user) / ID (server) */ UINT32 hash; /* hash of lower-case ID */ POINTER *next; /* pointer to next client structure */ CLIENT_TYPE type; /* type of client, see CLIENT_xxx */ CONN_ID conn_id; /* ID of the conn
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | typedef | CLIENT | CLIENT | 41 | 66 |  |  |  | typedef struct _CLIENT { time_t starttime; /* Start time of link */ char id[CLIENT_ID_LEN]; /* nick (user) / ID (server) */ UINT32 hash; /* hash of lower-case ID */ POINTER *next; /* pointer to next client structure */ CLIENT_TYPE type; /* type of client, see CLIENT_xxx */ CONN_ID conn_id; /* ID of 
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | starttime | _CLIENT::starttime | 43 | 43 | _CLIENT | time_t | scalar_or_unknown | time_t starttime;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | id | _CLIENT::id | 44 | 44 | _CLIENT | char | scalar_or_unknown | char id[CLIENT_ID_LEN];
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | hash | _CLIENT::hash | 45 | 45 | _CLIENT | UINT32 | scalar_or_unknown | UINT32 hash;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | POINTER | _CLIENT::POINTER | 46 | 46 | _CLIENT | POINTER | pointer_or_reference | POINTER *next;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | type | _CLIENT::type | 47 | 47 | _CLIENT | CLIENT_TYPE | scalar_or_unknown | CLIENT_TYPE type;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | conn_id | _CLIENT::conn_id | 48 | 48 | _CLIENT | CONN_ID | scalar_or_unknown | CONN_ID conn_id;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | _CLIENT | _CLIENT::_CLIENT | 49 | 49 | _CLIENT | struct _CLIENT | structured_object | struct _CLIENT *introducer;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | struct | _CLIENT | _CLIENT::_CLIENT | 49 | 49 | _CLIENT |  |  | struct _CLIENT
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | _CLIENT | _CLIENT::_CLIENT | 50 | 50 | _CLIENT | struct _CLIENT | structured_object | struct _CLIENT *topserver;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | struct | _CLIENT | _CLIENT::_CLIENT | 50 | 50 | _CLIENT |  |  | struct _CLIENT
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | host | _CLIENT::host | 51 | 51 | _CLIENT | char | scalar_or_unknown | char host[CLIENT_HOST_LEN];
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | cloaked | _CLIENT::cloaked | 52 | 52 | _CLIENT | char | scalar_or_unknown | char *cloaked;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | ipa_text | _CLIENT::ipa_text | 53 | 53 | _CLIENT | char | scalar_or_unknown | char *ipa_text;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | user | _CLIENT::user | 54 | 54 | _CLIENT | char | scalar_or_unknown | char user[CLIENT_USER_LEN];
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | orig_user | _CLIENT::orig_user | 56 | 56 | _CLIENT | char | scalar_or_unknown | char orig_user[CLIENT_AUTHUSER_LEN];
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | info | _CLIENT::info | 59 | 59 | _CLIENT | char | scalar_or_unknown | char info[CLIENT_INFO_LEN];
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | modes | _CLIENT::modes | 60 | 60 | _CLIENT | char | scalar_or_unknown | char modes[CLIENT_MODE_LEN];
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | hops | _CLIENT::hops | 61 | 61 | _CLIENT | int | scalar_or_unknown | int hops, token, mytoken;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | away | _CLIENT::away | 62 | 62 | _CLIENT | char | scalar_or_unknown | char *away;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | flags | _CLIENT::flags | 63 | 63 | _CLIENT | char | scalar_or_unknown | char flags[CLIENT_FLAGS_LEN];
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | account_name | _CLIENT::account_name | 64 | 64 | _CLIENT | char | scalar_or_unknown | char *account_name;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | capabilities | _CLIENT::capabilities | 65 | 65 | _CLIENT | int | scalar_or_unknown | int capabilities;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | typedef | CLIENT | CLIENT | 70 | 70 |  |  |  | typedef POINTER CLIENT;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | struct | _WHOWAS | _WHOWAS | 75 | 83 |  |  |  | struct _WHOWAS { time_t time; /* time stamp of entry or 0 if unused */ char id[CLIENT_NICK_LEN]; /* client nickname */ char host[CLIENT_HOST_LEN]; /* hostname of the client */ char user[CLIENT_USER_LEN]; /* user name ("login") */ char info[CLIENT_INFO_LEN]; /* long user name */ char server[CLIENT_HO
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | typedef | WHOWAS | WHOWAS | 75 | 83 |  |  |  | typedef struct _WHOWAS { time_t time; /* time stamp of entry or 0 if unused */ char id[CLIENT_NICK_LEN]; /* client nickname */ char host[CLIENT_HOST_LEN]; /* hostname of the client */ char user[CLIENT_USER_LEN]; /* user name ("login") */ char info[CLIENT_INFO_LEN]; /* long user name */ char server[C
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | time | _WHOWAS::time | 77 | 77 | _WHOWAS | time_t | scalar_or_unknown | time_t time;
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | id | _WHOWAS::id | 78 | 78 | _WHOWAS | char | scalar_or_unknown | char id[CLIENT_NICK_LEN];
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | host | _WHOWAS::host | 79 | 79 | _WHOWAS | char | scalar_or_unknown | char host[CLIENT_HOST_LEN];
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | user | _WHOWAS::user | 80 | 80 | _WHOWAS | char | scalar_or_unknown | char user[CLIENT_USER_LEN];
C:\develop\SpecBuilder\ngircd-master\src\ngircd\client.h | field | info | _WHOWAS::info | 81 | 81 | _WHOWAS | char | scalar_or_unknown | char info[CLIENT_INFO_LEN];
